field1,COUNT,Star,Year,University,POS
1962,12,3 Star,2019,Syracuse,DEFENSE
1963,8,3 Star,2019,Syracuse,OFFENSE
1964,1,3 Star,2019,Syracuse,SPECIAL
1976,1,2 Star,2019,TCU,OFFENSE
1977,15,3 Star,2019,TCU,DEFENSE
1978,7,3 Star,2019,TCU,OFFENSE
1979,3,3 Star,2019,TCU,SPECIAL
1980,2,4 Star,2019,TCU,DEFENSE
1981,3,4 Star,2019,TCU,OFFENSE
1997,1,2 Star,2019,Temple,DEFENSE
1998,1,2 Star,2019,Temple,OFFENSE
1999,6,3 Star,2019,Temple,DEFENSE
2000,10,3 Star,2019,Temple,OFFENSE
2001,3,3 Star,2019,Temple,SPECIAL
2014,1,2 Star,2019,Tennessee,OFFENSE
2015,6,3 Star,2019,Tennessee,DEFENSE
2016,7,3 Star,2019,Tennessee,OFFENSE
2017,1,3 Star,2019,Tennessee,SPECIAL
2018,6,4 Star,2019,Tennessee,DEFENSE
2019,4,4 Star,2019,Tennessee,OFFENSE
2020,1,4 Star,2019,Tennessee,SPECIAL
2021,2,5 Star,2019,Tennessee,OFFENSE
2039,3,2 Star,2019,Texas,DEFENSE
2040,1,2 Star,2019,Texas,OFFENSE
2041,7,3 Star,2019,Texas,DEFENSE
2042,4,3 Star,2019,Texas,OFFENSE
2043,7,4 Star,2019,Texas,DEFENSE
2044,9,4 Star,2019,Texas,OFFENSE
2045,1,4 Star,2019,Texas,SPECIAL
2046,1,5 Star,2019,Texas,SPECIAL
2067,4,3 Star,2019,Texas A&M,DEFENSE
2068,5,3 Star,2019,Texas A&M,OFFENSE
2069,2,3 Star,2019,Texas A&M,SPECIAL
2070,9,4 Star,2019,Texas A&M,DEFENSE
2071,5,4 Star,2019,Texas A&M,OFFENSE
2072,1,5 Star,2019,Texas A&M,DEFENSE
2073,1,5 Star,2019,Texas A&M,OFFENSE
2093,5,2 Star,2019,Texas St.,DEFENSE
2094,5,2 Star,2019,Texas St.,OFFENSE
2095,1,2 Star,2019,Texas St.,SPECIAL
2096,2,3 Star,2019,Texas St.,DEFENSE
2097,3,3 Star,2019,Texas St.,OFFENSE
2098,3,3 Star,2019,Texas St.,SPECIAL
2112,2,2 Star,2019,Texas Tech,DEFENSE
2113,1,2 Star,2019,Texas Tech,OFFENSE
2114,2,2 Star,2019,Texas Tech,SPECIAL
2115,9,3 Star,2019,Texas Tech,DEFENSE
2116,13,3 Star,2019,Texas Tech,OFFENSE
2117,2,3 Star,2019,Texas Tech,SPECIAL
2118,1,4 Star,2019,Texas Tech,DEFENSE
2133,1,2 Star,2019,Toledo,DEFENSE
2134,1,2 Star,2019,Toledo,OFFENSE
2135,1,2 Star,2019,Toledo,SPECIAL
2136,12,3 Star,2019,Toledo,DEFENSE
2137,9,3 Star,2019,Toledo,OFFENSE
2138,2,3 Star,2019,Toledo,SPECIAL
2152,2,2 Star,2019,Troy,DEFENSE
2153,4,2 Star,2019,Troy,OFFENSE
2154,1,2 Star,2019,Troy,SPECIAL
2155,8,3 Star,2019,Troy,DEFENSE
2156,9,3 Star,2019,Troy,OFFENSE
2157,2,3 Star,2019,Troy,SPECIAL
2158,1,4 Star,2019,Troy,DEFENSE
2172,3,2 Star,2019,Tulane,DEFENSE
2173,2,2 Star,2019,Tulane,OFFENSE
2174,8,3 Star,2019,Tulane,DEFENSE
2175,7,3 Star,2019,Tulane,OFFENSE
2176,2,3 Star,2019,Tulane,SPECIAL
2177,1,4 Star,2019,Tulane,OFFENSE
2191,6,2 Star,2019,Tulsa,DEFENSE
2192,4,2 Star,2019,Tulsa,OFFENSE
2193,1,2 Star,2019,Tulsa,SPECIAL
2194,7,3 Star,2019,Tulsa,DEFENSE
2195,6,3 Star,2019,Tulsa,OFFENSE
2209,1,2 Star,2019,UAB,DEFENSE
2210,6,2 Star,2019,UAB,OFFENSE
2211,1,2 Star,2019,UAB,SPECIAL
2212,13,3 Star,2019,UAB,DEFENSE
2213,7,3 Star,2019,UAB,OFFENSE
2226,2,2 Star,2019,UCF,SPECIAL
2227,19,3 Star,2019,UCF,DEFENSE
2228,9,3 Star,2019,UCF,OFFENSE
2229,3,3 Star,2019,UCF,SPECIAL
2244,4,2 Star,2019,UCLA,DEFENSE
2245,3,2 Star,2019,UCLA,OFFENSE
2246,2,2 Star,2019,UCLA,SPECIAL
2247,8,3 Star,2019,UCLA,DEFENSE
2248,13,3 Star,2019,UCLA,OFFENSE
2249,1,3 Star,2019,UCLA,SPECIAL
2250,3,4 Star,2019,UCLA,OFFENSE
2267,4,2 Star,2019,UNLV,DEFENSE
2268,4,2 Star,2019,UNLV,OFFENSE
2269,1,2 Star,2019,UNLV,SPECIAL
2270,9,3 Star,2019,UNLV,DEFENSE
2271,5,3 Star,2019,UNLV,OFFENSE
2289,13,3 Star,2019,Southern California,DEFENSE
2290,8,3 Star,2019,Southern California,OFFENSE
2291,5,4 Star,2019,Southern California,DEFENSE
2292,4,4 Star,2019,Southern California,OFFENSE
2293,1,5 Star,2019,Southern California,OFFENSE
2311,13,3 Star,2019,South Fla.,DEFENSE
2312,12,3 Star,2019,South Fla.,OFFENSE
2325,13,2 Star,2019,UTEP,DEFENSE
2326,11,2 Star,2019,UTEP,OFFENSE
2327,2,2 Star,2019,UTEP,SPECIAL
2328,5,3 Star,2019,UTEP,DEFENSE
2329,3,3 Star,2019,UTEP,OFFENSE
2330,1,3 Star,2019,UTEP,SPECIAL
2331,1,4 Star,2019,UTEP,DEFENSE
2346,3,2 Star,2019,UTSA,DEFENSE
2347,5,2 Star,2019,UTSA,OFFENSE
2348,1,2 Star,2019,UTSA,SPECIAL
2349,10,3 Star,2019,UTSA,DEFENSE
2350,10,3 Star,2019,UTSA,OFFENSE
2351,1,4 Star,2019,UTSA,OFFENSE
2363,1,2 Star,2019,Utah,DEFENSE
2364,3,2 Star,2019,Utah,OFFENSE
2365,1,2 Star,2019,Utah,SPECIAL
2366,9,3 Star,2019,Utah,DEFENSE
2367,11,3 Star,2019,Utah,OFFENSE
2368,2,3 Star,2019,Utah,SPECIAL
2369,1,4 Star,2019,Utah,DEFENSE
2370,4,4 Star,2019,Utah,OFFENSE
2371,1,5 Star,2019,Utah,DEFENSE
2386,4,2 Star,2019,Utah St.,DEFENSE
2387,5,2 Star,2019,Utah St.,OFFENSE
2388,2,2 Star,2019,Utah St.,SPECIAL
2389,8,3 Star,2019,Utah St.,DEFENSE
2390,16,3 Star,2019,Utah St.,OFFENSE
2391,3,3 Star,2019,Utah St.,SPECIAL
2407,1,2 Star,2019,Vanderbilt,OFFENSE
2408,1,2 Star,2019,Vanderbilt,SPECIAL
2409,11,3 Star,2019,Vanderbilt,DEFENSE
2410,9,3 Star,2019,Vanderbilt,OFFENSE
2411,3,3 Star,2019,Vanderbilt,SPECIAL
2412,1,4 Star,2019,Vanderbilt,DEFENSE
2413,1,4 Star,2019,Vanderbilt,OFFENSE
2426,10,3 Star,2019,Virginia,DEFENSE
2427,13,3 Star,2019,Virginia,OFFENSE
2428,1,3 Star,2019,Virginia,SPECIAL
2429,1,4 Star,2019,Virginia,DEFENSE
2446,1,2 Star,2019,Virginia Tech,DEFENSE
2447,9,3 Star,2019,Virginia Tech,DEFENSE
2448,8,3 Star,2019,Virginia Tech,OFFENSE
2449,1,3 Star,2019,Virginia Tech,SPECIAL
2450,5,4 Star,2019,Virginia Tech,OFFENSE
2451,3,4 Star,2019,Virginia Tech,SPECIAL
2466,10,3 Star,2019,Wake Forest,DEFENSE
2467,6,3 Star,2019,Wake Forest,OFFENSE
2468,4,3 Star,2019,Wake Forest,SPECIAL
2469,2,4 Star,2019,Wake Forest,OFFENSE
2483,1,2 Star,2019,Washington,DEFENSE
2484,8,3 Star,2019,Washington,DEFENSE
2485,2,3 Star,2019,Washington,OFFENSE
2486,1,3 Star,2019,Washington,SPECIAL
2487,8,4 Star,2019,Washington,DEFENSE
2488,6,4 Star,2019,Washington,OFFENSE
2489,1,4 Star,2019,Washington,SPECIAL
2510,3,2 Star,2019,Washington St.,DEFENSE
2511,2,2 Star,2019,Washington St.,OFFENSE
2512,1,2 Star,2019,Washington St.,SPECIAL
2513,16,3 Star,2019,Washington St.,DEFENSE
2514,8,3 Star,2019,Washington St.,OFFENSE
2515,2,3 Star,2019,Washington St.,SPECIAL
2527,1,2 Star,2019,West Virginia,OFFENSE
2528,2,2 Star,2019,West Virginia,SPECIAL
2529,11,3 Star,2019,West Virginia,DEFENSE
2530,12,3 Star,2019,West Virginia,OFFENSE
2531,3,3 Star,2019,West Virginia,SPECIAL
2532,2,4 Star,2019,West Virginia,DEFENSE
2533,1,4 Star,2019,West Virginia,OFFENSE
2547,1,2 Star,2019,Western Ky.,DEFENSE
2548,4,2 Star,2019,Western Ky.,OFFENSE
2549,2,2 Star,2019,Western Ky.,SPECIAL
2550,9,3 Star,2019,Western Ky.,DEFENSE
2551,9,3 Star,2019,Western Ky.,OFFENSE
2552,2,3 Star,2019,Western Ky.,SPECIAL
2553,1,4 Star,2019,Western Ky.,DEFENSE
2554,1,4 Star,2019,Western Ky.,OFFENSE
2568,4,2 Star,2019,Western Mich.,DEFENSE
2569,4,2 Star,2019,Western Mich.,OFFENSE
2570,6,3 Star,2019,Western Mich.,DEFENSE
2571,11,3 Star,2019,Western Mich.,OFFENSE
2572,1,3 Star,2019,Western Mich.,SPECIAL
2587,1,2 Star,2019,Wisconsin,SPECIAL
2588,10,3 Star,2019,Wisconsin,DEFENSE
2589,5,3 Star,2019,Wisconsin,OFFENSE
2590,3,3 Star,2019,Wisconsin,SPECIAL
2591,2,4 Star,2019,Wisconsin,OFFENSE
2592,1,5 Star,2019,Wisconsin,OFFENSE
2611,8,2 Star,2019,Wyoming,DEFENSE
2612,5,2 Star,2019,Wyoming,OFFENSE
2613,1,2 Star,2019,Wyoming,SPECIAL
2614,5,3 Star,2019,Wyoming,DEFENSE
2615,6,3 Star,2019,Wyoming,OFFENSE
2616,3,3 Star,2019,Wyoming,SPECIAL
