field1,COUNT,Star,Year,University,POS
591,6,3 Star,2021,Florida,OFFENSE
592,7,4 Star,2021,Florida,DEFENSE
593,6,4 Star,2021,Florida,OFFENSE
594,1,5 Star,2021,Florida,DEFENSE
613,9,3 Star,2021,Fla. Atlantic,DEFENSE
614,16,3 Star,2021,Fla. Atlantic,OFFENSE
615,1,4 Star,2021,Fla. Atlantic,DEFENSE
632,13,3 Star,2021,Florida St.,DEFENSE
633,7,3 Star,2021,Florida St.,OFFENSE
634,4,4 Star,2021,Florida St.,DEFENSE
635,3,4 Star,2021,Florida St.,OFFENSE
636,1,4 Star,2021,Florida St.,SPECIAL
653,9,3 Star,2021,Fresno St.,DEFENSE
654,7,3 Star,2021,Fresno St.,OFFENSE
655,5,3 Star,2021,Fresno St.,SPECIAL
675,2,3 Star,2021,Georgia,DEFENSE
676,3,3 Star,2021,Georgia,OFFENSE
677,8,4 Star,2021,Georgia,DEFENSE
678,5,4 Star,2021,Georgia,OFFENSE
679,1,4 Star,2021,Georgia,SPECIAL
680,2,5 Star,2021,Georgia,DEFENSE
681,2,5 Star,2021,Georgia,OFFENSE
701,2,2 Star,2021,Ga. Southern,DEFENSE
702,2,2 Star,2021,Ga. Southern,SPECIAL
703,11,3 Star,2021,Ga. Southern,DEFENSE
704,8,3 Star,2021,Ga. Southern,OFFENSE
705,2,3 Star,2021,Ga. Southern,SPECIAL
720,1,2 Star,2021,Georgia St.,SPECIAL
721,11,3 Star,2021,Georgia St.,DEFENSE
722,5,3 Star,2021,Georgia St.,OFFENSE
737,12,3 Star,2021,Georgia Tech,DEFENSE
738,8,3 Star,2021,Georgia Tech,OFFENSE
739,3,3 Star,2021,Georgia Tech,SPECIAL
740,2,4 Star,2021,Georgia Tech,OFFENSE
758,2,2 Star,2021,Hawaii,DEFENSE
759,9,3 Star,2021,Hawaii,DEFENSE
760,3,3 Star,2021,Hawaii,OFFENSE
761,1,3 Star,2021,Hawaii,SPECIAL
779,11,3 Star,2021,Houston,DEFENSE
780,9,3 Star,2021,Houston,OFFENSE
797,12,3 Star,2021,Illinois,DEFENSE
798,10,3 Star,2021,Illinois,OFFENSE
799,1,4 Star,2021,Illinois,DEFENSE
816,1,2 Star,2021,Indiana,DEFENSE
817,1,2 Star,2021,Indiana,SPECIAL
818,5,3 Star,2021,Indiana,DEFENSE
819,11,3 Star,2021,Indiana,OFFENSE
820,2,3 Star,2021,Indiana,SPECIAL
821,1,4 Star,2021,Indiana,DEFENSE
822,2,4 Star,2021,Indiana,OFFENSE
842,6,3 Star,2021,Iowa,DEFENSE
843,4,3 Star,2021,Iowa,OFFENSE
844,3,3 Star,2021,Iowa,SPECIAL
845,2,4 Star,2021,Iowa,DEFENSE
846,3,4 Star,2021,Iowa,OFFENSE
847,2,4 Star,2021,Iowa,SPECIAL
863,10,3 Star,2021,Iowa St.,DEFENSE
864,7,3 Star,2021,Iowa St.,OFFENSE
865,3,3 Star,2021,Iowa St.,SPECIAL
884,1,2 Star,2021,Kansas,DEFENSE
885,13,3 Star,2021,Kansas,DEFENSE
886,14,3 Star,2021,Kansas,OFFENSE
887,2,3 Star,2021,Kansas,SPECIAL
899,1,2 Star,2021,Kansas St.,DEFENSE
900,1,2 Star,2021,Kansas St.,OFFENSE
901,9,3 Star,2021,Kansas St.,DEFENSE
902,6,3 Star,2021,Kansas St.,OFFENSE
903,4,3 Star,2021,Kansas St.,SPECIAL
904,2,4 Star,2021,Kansas St.,OFFENSE
921,1,2 Star,2021,Kent St.,OFFENSE
922,1,2 Star,2021,Kent St.,SPECIAL
923,12,3 Star,2021,Kent St.,DEFENSE
924,7,3 Star,2021,Kent St.,OFFENSE
939,9,3 Star,2021,Kentucky,DEFENSE
940,9,3 Star,2021,Kentucky,OFFENSE
941,2,3 Star,2021,Kentucky,SPECIAL
942,1,4 Star,2021,Kentucky,DEFENSE
943,4,4 Star,2021,Kentucky,OFFENSE
966,3,3 Star,2021,LSU,DEFENSE
967,3,3 Star,2021,LSU,OFFENSE
968,1,3 Star,2021,LSU,SPECIAL
969,8,4 Star,2021,LSU,DEFENSE
970,9,4 Star,2021,LSU,OFFENSE
971,2,5 Star,2021,LSU,DEFENSE
988,3,2 Star,2021,Liberty,DEFENSE
989,2,2 Star,2021,Liberty,OFFENSE
990,8,3 Star,2021,Liberty,DEFENSE
991,6,3 Star,2021,Liberty,OFFENSE
1008,1,2 Star,2021,Louisiana,OFFENSE
1009,10,3 Star,2021,Louisiana,DEFENSE
1010,15,3 Star,2021,Louisiana,OFFENSE
1011,1,3 Star,2021,Louisiana,SPECIAL
1025,8,3 Star,2021,Louisiana Tech,DEFENSE
1026,10,3 Star,2021,Louisiana Tech,OFFENSE
1039,2,2 Star,2021,ULM,DEFENSE
1040,2,2 Star,2021,ULM,OFFENSE
1041,13,3 Star,2021,ULM,DEFENSE
1042,11,3 Star,2021,ULM,OFFENSE
1043,1,3 Star,2021,ULM,SPECIAL
1055,1,2 Star,2021,Louisville,OFFENSE
1056,16,3 Star,2021,Louisville,DEFENSE
1057,10,3 Star,2021,Louisville,OFFENSE
1058,1,3 Star,2021,Louisville,SPECIAL
1059,1,4 Star,2021,Louisville,DEFENSE
1076,1,2 Star,2021,Marshall,DEFENSE
1077,1,2 Star,2021,Marshall,OFFENSE
1078,1,2 Star,2021,Marshall,SPECIAL
1079,6,3 Star,2021,Marshall,DEFENSE
1080,8,3 Star,2021,Marshall,OFFENSE
1081,1,4 Star,2021,Marshall,DEFENSE
1099,8,3 Star,2021,Maryland,DEFENSE
1100,10,3 Star,2021,Maryland,OFFENSE
1101,1,3 Star,2021,Maryland,SPECIAL
1102,4,4 Star,2021,Maryland,DEFENSE
1103,1,5 Star,2021,Maryland,DEFENSE
1121,4,2 Star,2021,Massachusetts,DEFENSE
1122,2,2 Star,2021,Massachusetts,OFFENSE
1123,1,2 Star,2021,Massachusetts,SPECIAL
1124,6,3 Star,2021,Massachusetts,DEFENSE
1125,10,3 Star,2021,Massachusetts,OFFENSE
1126,2,3 Star,2021,Massachusetts,SPECIAL
1142,1,2 Star,2021,Memphis,OFFENSE
1143,1,2 Star,2021,Memphis,SPECIAL
1144,17,3 Star,2021,Memphis,DEFENSE
1145,14,3 Star,2021,Memphis,OFFENSE
1146,3,3 Star,2021,Memphis,SPECIAL
1147,1,4 Star,2021,Memphis,DEFENSE
1148,1,4 Star,2021,Memphis,OFFENSE
1165,5,3 Star,2021,Miami (FL),DEFENSE
1166,3,3 Star,2021,Miami (FL),OFFENSE
1167,2,3 Star,2021,Miami (FL),SPECIAL
1168,3,4 Star,2021,Miami (FL),DEFENSE
1169,10,4 Star,2021,Miami (FL),OFFENSE
1170,1,4 Star,2021,Miami (FL),SPECIAL
1171,2,5 Star,2021,Miami (FL),DEFENSE
1189,2,2 Star,2021,Miami (OH),DEFENSE
1190,1,2 Star,2021,Miami (OH),OFFENSE
1191,10,3 Star,2021,Miami (OH),DEFENSE
1192,10,3 Star,2021,Miami (OH),OFFENSE
1193,2,3 Star,2021,Miami (OH),SPECIAL
1210,7,3 Star,2021,Michigan,DEFENSE
1211,6,3 Star,2021,Michigan,OFFENSE
1212,1,3 Star,2021,Michigan,SPECIAL
1213,5,4 Star,2021,Michigan,DEFENSE
1214,6,4 Star,2021,Michigan,OFFENSE
1215,1,5 Star,2021,Michigan,OFFENSE
1231,16,3 Star,2021,Michigan St.,DEFENSE
1232,13,3 Star,2021,Michigan St.,OFFENSE
1233,1,3 Star,2021,Michigan St.,SPECIAL
1234,2,4 Star,2021,Michigan St.,DEFENSE
1235,1,4 Star,2021,Michigan St.,OFFENSE
1256,5,3 Star,2021,Middle Tenn.,DEFENSE
1257,9,3 Star,2021,Middle Tenn.,OFFENSE
1271,1,2 Star,2021,Minnesota,SPECIAL
1272,9,3 Star,2021,Minnesota,DEFENSE
1273,9,3 Star,2021,Minnesota,OFFENSE
1274,1,3 Star,2021,Minnesota,SPECIAL
1275,2,4 Star,2021,Minnesota,DEFENSE
1276,2,4 Star,2021,Minnesota,OFFENSE
1294,1,2 Star,2021,Mississippi St.,DEFENSE
1295,10,3 Star,2021,Mississippi St.,DEFENSE
1296,11,3 Star,2021,Mississippi St.,OFFENSE
1297,1,3 Star,2021,Mississippi St.,SPECIAL
1298,1,4 Star,2021,Mississippi St.,DEFENSE
1299,5,4 Star,2021,Mississippi St.,OFFENSE
1316,2,2 Star,2021,Missouri,DEFENSE
1317,16,3 Star,2021,Missouri,DEFENSE
1318,9,3 Star,2021,Missouri,OFFENSE
1319,1,4 Star,2021,Missouri,DEFENSE
1320,1,4 Star,2021,Missouri,OFFENSE
1338,1,2 Star,2021,NC State,SPECIAL
1339,11,3 Star,2021,NC State,DEFENSE
1340,10,3 Star,2021,NC State,OFFENSE
1341,1,4 Star,2021,NC State,DEFENSE
1342,2,4 Star,2021,NC State,OFFENSE
1359,8,3 Star,2021,Nebraska,DEFENSE
1360,10,3 Star,2021,Nebraska,OFFENSE
1361,2,3 Star,2021,Nebraska,SPECIAL
1362,2,4 Star,2021,Nebraska,DEFENSE
1363,3,4 Star,2021,Nebraska,OFFENSE
1381,1,2 Star,2021,Nevada,DEFENSE
1382,11,3 Star,2021,Nevada,DEFENSE
1383,12,3 Star,2021,Nevada,OFFENSE
1384,1,3 Star,2021,Nevada,SPECIAL
1385,1,4 Star,2021,Nevada,OFFENSE
1403,1,2 Star,2021,New Mexico,OFFENSE
1404,11,3 Star,2021,New Mexico,DEFENSE
1405,12,3 Star,2021,New Mexico,OFFENSE
1406,2,3 Star,2021,New Mexico,SPECIAL
1407,1,4 Star,2021,New Mexico,OFFENSE
1424,2,2 Star,2021,New Mexico St.,DEFENSE
1425,1,2 Star,2021,New Mexico St.,OFFENSE
1426,6,3 Star,2021,New Mexico St.,DEFENSE
1427,8,3 Star,2021,New Mexico St.,OFFENSE
1428,2,3 Star,2021,New Mexico St.,SPECIAL
1446,2,3 Star,2021,North Carolina,DEFENSE
1447,3,3 Star,2021,North Carolina,OFFENSE
1448,2,3 Star,2021,North Carolina,SPECIAL
1449,4,4 Star,2021,North Carolina,DEFENSE
1450,6,4 Star,2021,North Carolina,OFFENSE
1451,2,4 Star,2021,North Carolina,SPECIAL
1452,1,5 Star,2021,North Carolina,DEFENSE
1467,3,2 Star,2021,North Texas,DEFENSE
1468,14,3 Star,2021,North Texas,DEFENSE
1469,9,3 Star,2021,North Texas,OFFENSE
1470,1,4 Star,2021,North Texas,OFFENSE
1484,3,2 Star,2021,NIU,DEFENSE
1485,1,2 Star,2021,NIU,OFFENSE
1486,11,3 Star,2021,NIU,DEFENSE
1487,11,3 Star,2021,NIU,OFFENSE
1488,1,3 Star,2021,NIU,SPECIAL
1502,1,2 Star,2021,Northwestern,DEFENSE
1503,7,3 Star,2021,Northwestern,DEFENSE
1504,10,3 Star,2021,Northwestern,OFFENSE
1505,2,3 Star,2021,Northwestern,SPECIAL
1506,1,4 Star,2021,Northwestern,DEFENSE
1507,2,4 Star,2021,Northwestern,OFFENSE
1524,8,3 Star,2021,Notre Dame,DEFENSE
1525,6,3 Star,2021,Notre Dame,OFFENSE
1526,2,3 Star,2021,Notre Dame,SPECIAL
1527,5,4 Star,2021,Notre Dame,DEFENSE
1528,10,4 Star,2021,Notre Dame,OFFENSE
1545,2,2 Star,2021,Ohio,DEFENSE
1546,1,2 Star,2021,Ohio,OFFENSE
1547,5,3 Star,2021,Ohio,DEFENSE
1548,9,3 Star,2021,Ohio,OFFENSE
1549,1,3 Star,2021,Ohio,SPECIAL
1568,1,2 Star,2021,Ohio St.,SPECIAL
1569,1,3 Star,2021,Ohio St.,DEFENSE
1570,1,3 Star,2021,Ohio St.,OFFENSE
1571,1,3 Star,2021,Ohio St.,SPECIAL
1572,7,4 Star,2021,Ohio St.,DEFENSE
1573,5,4 Star,2021,Ohio St.,OFFENSE
1574,1,4 Star,2021,Ohio St.,SPECIAL
1575,2,5 Star,2021,Ohio St.,DEFENSE
1576,5,5 Star,2021,Ohio St.,OFFENSE
1598,2,3 Star,2021,Oklahoma,DEFENSE
1599,5,3 Star,2021,Oklahoma,OFFENSE
1600,8,4 Star,2021,Oklahoma,DEFENSE
1601,6,4 Star,2021,Oklahoma,OFFENSE
1602,1,4 Star,2021,Oklahoma,SPECIAL
1603,1,5 Star,2021,Oklahoma,OFFENSE
1621,9,3 Star,2021,Oklahoma St.,DEFENSE
1622,12,3 Star,2021,Oklahoma St.,OFFENSE
1623,3,3 Star,2021,Oklahoma St.,SPECIAL
1624,2,4 Star,2021,Oklahoma St.,DEFENSE
1641,2,2 Star,2021,Old Dominion,DEFENSE
1642,1,2 Star,2021,Old Dominion,SPECIAL
1643,8,3 Star,2021,Old Dominion,DEFENSE
1644,14,3 Star,2021,Old Dominion,OFFENSE
1645,1,4 Star,2021,Old Dominion,OFFENSE
1661,9,3 Star,2021,Ole Miss,DEFENSE
1662,9,3 Star,2021,Ole Miss,OFFENSE
1663,3,3 Star,2021,Ole Miss,SPECIAL
1664,5,4 Star,2021,Ole Miss,DEFENSE
1665,3,4 Star,2021,Ole Miss,OFFENSE
1686,4,3 Star,2021,Oregon,DEFENSE
1687,7,4 Star,2021,Oregon,DEFENSE
1688,13,4 Star,2021,Oregon,OFFENSE
1706,1,2 Star,2021,Oregon St.,OFFENSE
1707,5,3 Star,2021,Oregon St.,DEFENSE
1708,10,3 Star,2021,Oregon St.,OFFENSE
1709,1,3 Star,2021,Oregon St.,SPECIAL
1710,1,4 Star,2021,Oregon St.,DEFENSE
1724,8,3 Star,2021,Penn St.,DEFENSE
1725,7,3 Star,2021,Penn St.,OFFENSE
1726,1,3 Star,2021,Penn St.,SPECIAL
1727,4,4 Star,2021,Penn St.,DEFENSE
1728,2,4 Star,2021,Penn St.,OFFENSE
1746,9,3 Star,2021,Pittsburgh,DEFENSE
1747,12,3 Star,2021,Pittsburgh,OFFENSE
1748,2,3 Star,2021,Pittsburgh,SPECIAL
1749,3,4 Star,2021,Pittsburgh,DEFENSE
1766,1,2 Star,2021,Purdue,OFFENSE
1767,9,3 Star,2021,Purdue,DEFENSE
1768,9,3 Star,2021,Purdue,OFFENSE
1769,1,3 Star,2021,Purdue,SPECIAL
1770,1,4 Star,2021,Purdue,DEFENSE
1771,1,4 Star,2021,Purdue,OFFENSE
1789,2,2 Star,2021,Rice,DEFENSE
1790,9,3 Star,2021,Rice,DEFENSE
1791,10,3 Star,2021,Rice,OFFENSE
1792,1,3 Star,2021,Rice,SPECIAL
1805,1,2 Star,2021,Rutgers,DEFENSE
1806,1,2 Star,2021,Rutgers,SPECIAL
1807,10,3 Star,2021,Rutgers,DEFENSE
1808,9,3 Star,2021,Rutgers,OFFENSE
1809,3,3 Star,2021,Rutgers,SPECIAL
1810,2,4 Star,2021,Rutgers,DEFENSE
1811,1,4 Star,2021,Rutgers,OFFENSE
1827,11,3 Star,2021,SMU,DEFENSE
1828,12,3 Star,2021,SMU,OFFENSE
1829,1,3 Star,2021,SMU,SPECIAL
1830,2,4 Star,2021,SMU,DEFENSE
1831,2,4 Star,2021,SMU,OFFENSE
1851,1,2 Star,2021,San Diego St.,SPECIAL
1852,12,3 Star,2021,San Diego St.,DEFENSE
1853,12,3 Star,2021,San Diego St.,OFFENSE
1854,2,4 Star,2021,San Diego St.,OFFENSE
1869,1,2 Star,2021,San Jose St.,DEFENSE
1870,3,2 Star,2021,San Jose St.,OFFENSE
1871,4,3 Star,2021,San Jose St.,DEFENSE
1872,8,3 Star,2021,San Jose St.,OFFENSE
1873,2,3 Star,2021,San Jose St.,SPECIAL
1874,1,4 Star,2021,San Jose St.,OFFENSE
1891,2,2 Star,2021,South Alabama,OFFENSE
1892,9,3 Star,2021,South Alabama,DEFENSE
1893,9,3 Star,2021,South Alabama,OFFENSE
1894,2,3 Star,2021,South Alabama,SPECIAL
1895,1,4 Star,2021,South Alabama,DEFENSE
1915,11,3 Star,2021,South Carolina,DEFENSE
1916,10,3 Star,2021,South Carolina,OFFENSE
1917,1,4 Star,2021,South Carolina,DEFENSE
1932,1,2 Star,2021,Southern Miss.,OFFENSE
1933,8,3 Star,2021,Southern Miss.,DEFENSE
1934,7,3 Star,2021,Southern Miss.,OFFENSE
1935,2,3 Star,2021,Southern Miss.,SPECIAL
1953,7,3 Star,2021,Stanford,DEFENSE
1954,8,3 Star,2021,Stanford,OFFENSE
1955,1,3 Star,2021,Stanford,SPECIAL
1956,3,4 Star,2021,Stanford,DEFENSE
1970,9,3 Star,2021,Syracuse,DEFENSE
1971,14,3 Star,2021,Syracuse,OFFENSE
1989,7,3 Star,2021,TCU,DEFENSE
1990,9,3 Star,2021,TCU,OFFENSE
1991,1,4 Star,2021,TCU,DEFENSE
1992,3,4 Star,2021,TCU,OFFENSE
2006,1,2 Star,2021,Temple,DEFENSE
2007,10,3 Star,2021,Temple,DEFENSE
2008,10,3 Star,2021,Temple,OFFENSE
2009,1,3 Star,2021,Temple,SPECIAL
2029,8,3 Star,2021,Tennessee,DEFENSE
2030,9,3 Star,2021,Tennessee,OFFENSE
2031,3,3 Star,2021,Tennessee,SPECIAL
2032,2,4 Star,2021,Tennessee,DEFENSE
2033,4,4 Star,2021,Tennessee,OFFENSE
2034,1,4 Star,2021,Tennessee,SPECIAL
2054,8,3 Star,2021,Texas,DEFENSE
2055,9,3 Star,2021,Texas,OFFENSE
2056,2,3 Star,2021,Texas,SPECIAL
2057,8,4 Star,2021,Texas,DEFENSE
2058,3,4 Star,2021,Texas,OFFENSE
2059,1,5 Star,2021,Texas,SPECIAL
2080,2,3 Star,2021,Texas A&M,DEFENSE
2081,6,3 Star,2021,Texas A&M,OFFENSE
2082,7,4 Star,2021,Texas A&M,DEFENSE
2083,7,4 Star,2021,Texas A&M,OFFENSE
2084,1,4 Star,2021,Texas A&M,SPECIAL
2085,1,5 Star,2021,Texas A&M,DEFENSE
2104,1,2 Star,2021,Texas St.,DEFENSE
2105,3,2 Star,2021,Texas St.,OFFENSE
2106,12,3 Star,2021,Texas St.,DEFENSE
2107,5,3 Star,2021,Texas St.,OFFENSE
2124,1,2 Star,2021,Texas Tech,OFFENSE
2125,11,3 Star,2021,Texas Tech,DEFENSE
2126,11,3 Star,2021,Texas Tech,OFFENSE
2127,1,4 Star,2021,Texas Tech,OFFENSE
2143,2,2 Star,2021,Toledo,OFFENSE
2144,1,2 Star,2021,Toledo,SPECIAL
2145,13,3 Star,2021,Toledo,DEFENSE
2146,11,3 Star,2021,Toledo,OFFENSE
2147,1,3 Star,2021,Toledo,SPECIAL
2164,1,2 Star,2021,Troy,DEFENSE
2165,2,2 Star,2021,Troy,SPECIAL
2166,7,3 Star,2021,Troy,DEFENSE
2167,12,3 Star,2021,Troy,OFFENSE
2168,1,4 Star,2021,Troy,DEFENSE
2183,1,2 Star,2021,Tulane,OFFENSE
2184,9,3 Star,2021,Tulane,DEFENSE
2185,9,3 Star,2021,Tulane,OFFENSE
2186,2,3 Star,2021,Tulane,SPECIAL
2201,1,2 Star,2021,Tulsa,DEFENSE
2202,1,2 Star,2021,Tulsa,OFFENSE
2203,4,3 Star,2021,Tulsa,DEFENSE
2204,10,3 Star,2021,Tulsa,OFFENSE
2218,2,2 Star,2021,UAB,OFFENSE
2219,9,3 Star,2021,UAB,DEFENSE
2220,10,3 Star,2021,UAB,OFFENSE
2233,14,3 Star,2021,UCF,DEFENSE
2234,14,3 Star,2021,UCF,OFFENSE
2235,1,4 Star,2021,UCF,DEFENSE
2236,1,4 Star,2021,UCF,OFFENSE
2237,1,4 Star,2021,UCF,SPECIAL
2256,9,3 Star,2021,UCLA,DEFENSE
2257,11,3 Star,2021,UCLA,OFFENSE
2258,1,3 Star,2021,UCLA,SPECIAL
2259,3,4 Star,2021,UCLA,DEFENSE
2260,1,4 Star,2021,UCLA,OFFENSE
2261,1,4 Star,2021,UCLA,SPECIAL
2279,1,2 Star,2021,UNLV,OFFENSE
2280,11,3 Star,2021,UNLV,DEFENSE
2281,11,3 Star,2021,UNLV,OFFENSE
2282,1,3 Star,2021,UNLV,SPECIAL
2283,1,4 Star,2021,UNLV,DEFENSE
2284,1,4 Star,2021,UNLV,OFFENSE
2298,4,3 Star,2021,Southern California,DEFENSE
2299,11,3 Star,2021,Southern California,OFFENSE
2300,6,4 Star,2021,Southern California,DEFENSE
2301,6,4 Star,2021,Southern California,OFFENSE
2302,3,4 Star,2021,Southern California,SPECIAL
2303,1,5 Star,2021,Southern California,DEFENSE
2316,1,2 Star,2021,South Fla.,DEFENSE
2317,11,3 Star,2021,South Fla.,DEFENSE
2318,13,3 Star,2021,South Fla.,OFFENSE
2319,3,3 Star,2021,South Fla.,SPECIAL
2320,1,4 Star,2021,South Fla.,DEFENSE
2321,1,4 Star,2021,South Fla.,OFFENSE
2337,2,2 Star,2021,UTEP,DEFENSE
2338,2,2 Star,2021,UTEP,OFFENSE
2339,3,3 Star,2021,UTEP,DEFENSE
2340,2,3 Star,2021,UTEP,OFFENSE
2357,1,2 Star,2021,UTSA,OFFENSE
2358,17,3 Star,2021,UTSA,DEFENSE
2359,10,3 Star,2021,UTSA,OFFENSE
